Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
07/09/2022,"61 CARLTON RESORT, YOUGHAL, CORK",Cork,,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/09/2022,"19 THE GROVE, ORANHILL, ORANMORE",Galway,H91K5C7,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/01/2022,"15 LANDSDOWNE MANOR, SWELLAN, CAVAN",Cavan,H12WR12,"€267,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/09/2022,"BALLYKNOCKAN, LEIGHLINBRIDGE, CARLOW",Carlow,R93E702,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/11/2022,"CILLRUAN, SPITTLE CROSS, TIMOLEAGUE",Cork,P72R940,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/11/2022,"20 HOLLYBROOK RD, CLONTARF, DUBLIN 3",Dublin,D03C799,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3645795,-6.2179751,nominatim,3
31/01/2022,"21 CHARLESTOWN WAY, ST MARGARETS ROAD, FINGLAS",Dublin,D11RC95,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.447684,-6.156027,mapbox,-1
03/08/2022,"9 THE DALE, MOYGLARE HALL, MOYGLARE RD",Kildare,W23E4C8,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/11/2022,"APT 404, MARITANA GATE, CANADA ST",Waterford,X91R656,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/08/2022,"178 CURRAGHWOODS, FRANKFIELD, CORK",Cork,T12EC6C,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/07/2022,"37 MANOR CT, KNOCKNACARRA, GALWAY",Galway,H91NPX4,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/02/2022,"6 SACKVILLE MEWS, DUNMANWAY, CORK",Cork,P47NP03,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/05/2022,"5 Manor Close, Roxborough Manor, Mulgannon",Wexford,,"€237,885.46",No,Yes,New Dwelling house /Apartment,,,,,,
30/09/2022,"185 BANGOR RD, KIMMAGE, DUBLIN 12",Dublin,D12W7YD,"€443,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3189889,-6.2970964,nominatim,12
01/09/2022,"59 GLEN DARA, BISHOP O DONNELL RD, GALWAY",Galway,H91FD2H,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2022,"26 The Woods, Ros More, Kilmallock Road",Limerick,,"€259,911.89",No,Yes,New Dwelling house /Apartment,,,,,,
17/05/2022,"14 GLEANN NA BHFEAR, FURBO NORTH",Galway,,"€519,823.79",No,Yes,New Dwelling house /Apartment,,,,,,
09/12/2022,"28 FAIRWAY DRIVE, CUALANOR, UPPER GLENAGEARY ROAD",Dublin,A96DR1W,"€1,050,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.285099,-6.139046,mapbox,-1
03/08/2022,"17 LINNETFIELDS AVE, CLONEE, DUBLIN",Dublin,D15A2F6,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.400787,-6.435977,mapbox,15
11/04/2022,"BALLYLUCAS, BALLYMURN, ENNISCORTHY",Wexford,,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
07/03/2022,"24 Summerseat Avenue, Clonee",Meath,,"€246,696.00",No,Yes,New Dwelling house /Apartment,,,,,,
01/06/2022,"GLINSK, CASTLEREA, GALWAY",Galway,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/06/2022,"84 Hawkins Wood Avenue, Hawkins Wood, Greystones",Wicklow,,"€334,801.76",No,Yes,New Dwelling house /Apartment,,,,,,
27/05/2022,"2 RIVER VIEW, DONERAILE, CORK",Cork,P51DT98,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/02/2022,"23 BLACKBERRY HILL, GLENAMUCK ROAD, CARRICKMINES",Dublin,D18D7T6,"€922,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.251247,-6.175525,mapbox,18
11/04/2022,"23 THE GROVE, HOPHILL, TULLAMORE",Offaly,R35FD25,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/08/2022,"9 ALTUS, SUNDAYS WELL ROAD, CORK",Cork,T23P688,"€246,696.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/12/2022,"1 OAKTREE RISE, NEWLANDS, WEXFORD",Wexford,Y35K2R5,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/08/2022,"87 COOLGREENA RD, BEAUMONT, DUBLIN 9",Dublin,D09F762,"€487,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3875532,-6.2316492,nominatim,9
07/07/2022,"25 BOOTERSTOWN AVE, BOOTERSTOWN, DUBLIN",Dublin,A94W1R8,"€1,385,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2998540,-6.2029547,nominatim,-1
11/02/2022,"CLOVERHILL, BALLAGHADEREEN",Roscommon,F45CT92,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/12/2022,"29 GANDON COURT, ATHBOY, CO. MEATH",Meath,C15D882,"€108,333.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/02/2022,"9 DRUIM CALA, DROMOD, LEITRIM",Leitrim,N41NP98,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/07/2022,"SHANCARNAN, MOYNALTY, CO MEATH",Meath,A82H2A2,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/06/2022,"7 PYNES VALLEY, BALLYVOLANE, CORK",Cork,T23F302,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/03/2022,"8 MANOR CLOSE, GRANGE MANOR, OVENS",Cork,P31PX37,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/07/2022,"55 Seagreen Park, Blacklion, Greystones",Wicklow,,"€682,819.00",No,Yes,New Dwelling house /Apartment,,,,,,
26/05/2022,"25 Donnybrook Gardens, Greenfields, Donnybrook",Dublin,,"€973,569.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.316238,-6.235723,mapbox,4
04/07/2022,"55 SLANEY BANK, RATHVILLY, CARLOW",Carlow,R93FY97,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/01/2022,"G20 GRANARY COURT, ST JOSEPHS RD, MALLOW",Cork,P51XN60,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2022,"49 MILLBROOK, JOHNSTOWN, NAVAN",Meath,C15EH48,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/07/2022,"13 Meadow Avenue, Whitebrook, Pembrokestown",Wexford,,"€225,200.00",No,Yes,New Dwelling house /Apartment,,,,,,
08/07/2022,"59 CAHIRDOWN WOOD, LISTOWEL, COUNTY KERRY",Kerry,V31C576,"€222,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
26/01/2022,"11 CULLINA, BALLINA, KILLALOE",Tipperary,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/12/2022,"59 OAK DRIVE, BLOOMFIELD, ANNACOTTY",Limerick,V942R65,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/01/2022,"19 FINN EBER FORT, FINGLAS, DUBLIN 11",Dublin,D11PHF6,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3861658,-6.2986329,nominatim,11
18/11/2022,"UPPER FLOORS, 15 BAGGOT RD, DUBLIN 7",Dublin,D07HX09,"€165,781.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.366368,-6.319016,mapbox,7
08/11/2022,"217 STEEPLECHASE GREEN, RATOATH, MEATH",Meath,A85YH64,"€367,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/07/2022,"9 ORAHILLY VIEW, BALLYGARVAN, GUSSERANE",Wexford,Y34HH60,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/08/2022,"47 Elm Crest, Castle Heights, Kilmoney Road",Cork,,"€277,533.00",No,Yes,New Dwelling house /Apartment,,,,,,
25/02/2022,"159 BRU NA GRUADAN, CASTLETROY, LIMERICK",Limerick,V94W21W,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/02/2022,"23 Dundoogan, Dundalk",Louth,,"€198,193.00",No,Yes,New Dwelling house /Apartment,,,,,,
17/06/2022,"LISMOYNE, NORTH CIRCULAR RD, LIMERICK CITY",Limerick,V94KNF4,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/10/2022,"40 KNOCKMAREE, CHAPELIZOD, DUBLIN 20",Dublin,D20V107,"€276,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3468800,-6.3457581,nominatim,20
28/10/2022,"6 ROS DUBH, ROSMUC, GALWAY",Galway,H91E8C1,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/08/2022,"226 BURNELL SQUARE, NORTHERN CROSS, MALAHIDE ROAD",Dublin,D17N229,"€281,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.405068,-6.178214,mapbox,13
05/09/2022,"23 PINTAIL HOUSE, REDCOURT OAKS, SEAFIELD RD EAST DUBLIN 3",Dublin,D03PH33,"€428,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.363011,-6.182425,mapbox,3
08/04/2022,"Apartment 6, The Hawthorn, Glensavage",Dublin,A94X6C5,"€859,030.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.378177,-6.365985,mapbox,15
30/08/2022,"55 CARRINGTON, NORTHWOOD, SANTRY DUBLIN 9",Dublin,D09NX89,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.404146,-6.252861,mapbox,9
04/05/2022,"12 MERTON ROAD, RATHMINES, DUBLIN 6",Dublin,D06X248,"€1,920,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.314323,-6.25357,mapbox,6
09/12/2022,"113 THE BERKELY, PENBROKE SQ, UPPER GRAND CANAL ST",Dublin,D04E092,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.343548,-6.238541,mapbox,2
22/04/2022,"15 ELLESMERE AVENUE, NORTH CIRCULAR ROAD, DUBLIN 7",Dublin,D07T9F4,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.357593,-6.292193,mapbox,7
07/12/2022,"4 Temple Villa, The Crescent, Beaumont",Cork,,"€700,440.00",No,Yes,New Dwelling house /Apartment,,,,,,
14/07/2022,"No.25 Curragh Farm, Ballymany, Newbridge",Kildare,,"€348,017.62",No,Yes,New Dwelling house /Apartment,,,,,,
05/05/2022,"20 Clonrath Avenue, Lusk, Dublin",Dublin,,"€409,691.62",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.5321252,-6.1627421,nominatim,-1
07/12/2022,"8 RADHARC NA TUAITHE, GOGGANSTOWN, KNOCKRAHA",Cork,T56XF61,"€258,635.00",No,Yes,New Dwelling house /Apartment,,,,,,
26/01/2022,"CULLINAGH, NEWCASTLEWEST, CO LIMERICK",Limerick,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/09/2022,"44 DUN NA HINSE, LAHINCH RD, ENNIS",Clare,V95FTD0,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/05/2022,"26 BEECH PARK WOOD, BEECH PARK, LEIXLIP",Kildare,W23VP71,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/08/2022,"COOLKERRY, RATHDOWNEY, LAOIS",Laois,R32H5W4,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/04/2022,"THORNTON, KILTIMAGH, CO MAYO",Mayo,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/07/2022,"26 Temple Wood, Carton Demesne, Maynooth",Kildare,,"€1,200,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
26/08/2022,"24 Manor View, Roxborough Manor, Mulgannon",Wexford,,"€185,022.00",No,Yes,New Dwelling house /Apartment,,,,,,
04/11/2022,"SEABANK, BRICKFIELD LANE, CHURCH HILL",Wicklow,A67E861,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2022,"5 ROCKABILL, SKERRIES, DUBLIN",Dublin,K34YV56,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.54742,-6.084486,mapbox,-1
13/10/2022,"APT 75, HYDE COURT, TOWNSEND ST DUBLIN 2",Dublin,D02VY38,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.531023,-6.098986,mapbox,-1
24/10/2022,"BARNLOUGH, BANSHA, TIPPERARY",Tipperary,E34FH28,"€425,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
04/10/2022,"Apartment No. 4 Verville, Vernon Avenue, Clontarf",Dublin,,"€339,411.15",Yes,Yes,New Dwelling house /Apartment,,ok_mapbox_relaxed,53.36445,-6.195297,mapbox,3
22/07/2022,"66 Station Walk, Rickardstown, Newbridge",Kildare,,"€387,665.20",No,Yes,New Dwelling house /Apartment,,,,,,
03/02/2022,"21 THE WILLOWS, MULLINGAR, WESTMEATH",Westmeath,N91P6W3,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/08/2022,"92 Feltham Hall, Blackbog Road, Carlow",Carlow,,"€277,533.04",No,Yes,New Dwelling house /Apartment,,,,,,
09/06/2022,"9 MEADOWBROOK, TULSK, COUNTY ROSCOMMON",Roscommon,F45A028,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/06/2022,"76 DRUMNIGH MANOR, PORTMARNOCK",Dublin,,"€537,444.93",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.4142735,-6.1551004,nominatim,13
30/09/2022,"3 RATHMINTIN DR, JOBSTOWN, TALLAGHT DUBLIN 24",Dublin,D24DRC9,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2799901,-6.4058335,nominatim,24
11/03/2022,"68 CASTLE HEATH, SWORDS RD, MALAHIDE",Dublin,K36N727,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.367454,-6.22738,mapbox,3
25/03/2022,"9 MANOR CRESCENT, MANOR FARM, LEHENAGHMORE",Cork,T12FH3C,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2022,"28 THE GRANGE, GLENCAR, LETTERKENNY",Donegal,F92YE6T,"€119,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2022,"CAHERMACULICK, SHRULE, CO MAYO",Mayo,H91Y2T3,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/12/2022,"UNIT 34, THOMOND PARK, OLD CRATLOE ROAD",Limerick,V94NN6E,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/01/2022,"CLOONYCOLGAN, DONAMON, ROSCOMMON",Roscommon,F42RH99,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/07/2022,"62 RAILWAY RD, CLONGRIFFIN, DUBLIN 13",Dublin,D13X961,"€288,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4002945,-6.1503432,nominatim,13
28/03/2022,"APT C, 87 BAGGOT ST LOWER, DUBLIN 2",Dublin,A94W935,"€431,360.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.335113,-6.246898,mapbox,2
13/10/2022,"KILCOURCEY, EDGEWORTHSTOWN, COUNTY LONGFORD",Longford,N39E7R0,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/07/2022,"7 THE AVENUE, BODEN PARK, RATHFARNHAM",Dublin,D16X0Y5,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.307785,-6.269095,mapbox,6
17/08/2022,"5 COIS CLYDAGH, BROSNA, CLYDAGH",Kerry,V92KR24,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/08/2022,"1 Monaloe Drive, Deansgrange, Blackrock",Dublin,,"€1,057,268.72",No,No,New Dwelling house /Apartment,,ok_mapbox_strict,53.26691,-6.157087,mapbox,-1
20/09/2022,"30 FERNHILL WOODS, FERNHILL ROAD, CLONAKILTY",Cork,P85XV61,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/03/2022,"4 PORTNICK DR, BALLINASLOE, CO GALWAY",Galway,H53A2R0,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/09/2022,"APARTMENT 1, ONE SPRINGFIELD, PINE AVENUE",Dublin,,"€665,199.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_relaxed,53.273691,-6.178369,mapbox,18
15/07/2022,"12 FORGEHILL RISE, STAMULLEN, MEATH",Meath,K32PW28,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/05/2022,"51 CARMODY WAY  FAIRGREEN, PORTLAOISE, CO. LAOIS",Laois,R32CR2A,"€152,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
17/10/2022,"6 Castleview, Williamstown Road, Waterford",Waterford,,"€568,282.00",No,Yes,New Dwelling house /Apartment,,,,,,
20/10/2022,"LEINSTER HOUSE, CHERRYORCHARD, ENNISCORTHY",Wexford,Y21F990,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/09/2022,"5 SCRIBBLESTOWN PARK FINGLAS SOUTH, DUBLIN 11, DUBLIN",Dublin,D11FN27,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3801771,-6.3168833,nominatim,11
14/02/2022,"3 LEARYS PLACE, BARRACK STREET, CORK",Cork,T12R8K8,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/10/2022,"2 OAKDALE GROVE, FIRHOUSE, DUBLIN 24",Dublin,D24E2X6,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2711990,-6.3394939,nominatim,24
16/08/2022,"22 GARVILLE COURT, SHANAWAY RD, ENNIS",Clare,V95W2HE,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/11/2022,"13 GLEANN AN OIR, SHANNON, CLARE",Clare,V14T293,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/09/2022,"APT 6, ASHURST, COLLEGE RD",Kilkenny,R95YK53,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/01/2022,"STRANORLAR HOUSE, LETTERKENNY ROAD, CO DONEGAL",Donegal,F93R882,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/09/2022,"THE PURPLE HEATHER, DUNLOE UPPER, BEAUFORT",Kerry,V93PC42,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/05/2022,"1 TRIVOLI TERRACE SOUTH, DUNLAOGHAIRE, DUBLIN",Dublin,A96NY31,"€1,500,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.289257,-6.143652,mapbox,-1
17/01/2022,"6 GORT AND DUIN, ORANHILL, ORANMORE",Galway,H91HF6H,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/03/2022,"1  DESMOND TERRACE, CARRIGALINE, CO CORK",Cork,P43KD70,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/08/2022,"7 KYLDAR HOUSE, LYREEN MANOR, MAYNOOTH",Kildare,W23PX58,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2022,"7 Rathborne Rise, Rathborne Boulevard, Ashtown",Dublin,,"€436,123.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.376777,-6.327017,mapbox,15
15/09/2022,"33 WENTWORTH PLACE, JIGGINSTOWN, NAAS",Kildare,W91FNW2,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/05/2022,"APARTMENT 8, WATERSIDE CLOSE   GLASLOUGH STREET, MONAGHAN TOWN",Monaghan,H18Y512,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/12/2022,"45 Station Walk, Rickardstown, Newbridge",Kildare,,"€361,233.47",No,Yes,New Dwelling house /Apartment,,,,,,
30/08/2022,"9 CHURCH ST, RATHKEALE, LIMERICK",Limerick,V94A4NH,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/07/2022,"40 MAYFIELD, DROGHEDA, CO LOUTH",Louth,A92KTN3,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
17/05/2022,"ANGLERS REST, LOWER DERRYREEL, FALCARRAGH",Donegal,F92N560,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/03/2022,"CAHERKIRKY, ROSSMORE, COUNTY CORK",Cork,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/02/2022,"138 LOUISA PARK, BLOCK H, LEIXLIP",Kildare,W23XP04,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/03/2022,"18 The Orchard, Oldtown Demesne, Sallins Road",Kildare,,"€396,475.00",No,Yes,New Dwelling house /Apartment,,,,,,
25/11/2022,"17 CHAPELWOOD, KILMUCKRIDGE, GOREY",Wexford,Y25Y272,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/05/2022,"27 FERGUS LAWN, ENNIS, CO CLARE",Clare,V95AWK0,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/02/2022,"CORNAHA, BLACKLION, COUNTY CAVAN",Cavan,F91E8X6,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2022,"RAMULLIGAN, REDHILLS, BELTURBET",Cavan,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/08/2022,"11 FIELDSTONE, TRAMORE, WATERFORD",Waterford,X91W2T9,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/01/2022,"6 THE TURLINGS, LOUISBOURGH, BENOWEN",Mayo,F28VF82,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/12/2022,"8 OAKVALE PARK, BAY ESTATE DUNDALK, LOUTH",Louth,A91P9R2,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/09/2022,"16 FERNHILL, CULLENAGH, BALLINA",Tipperary,V94Y6N1,"€518,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/11/2022,"FORTFIELD HOUSE, DERREENNATRA, SCHULL",Cork,P81W213,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/06/2022,"TOGHER, BALLYGILL, BALLINASLOE",Galway,H53X960,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/01/2022,"6 CORNERPARK GREEN, PEAMOUNT ROAD, NEWCASTLE",Dublin,D22E1R8,"€312,775.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.302082,-6.499595,mapbox,22
25/01/2022,"339 BALLINREE, CRINKLE, BIRR",Offaly,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/06/2022,"BUN AN LEACA, DOIRE BEAGA, CO DONEGAL",Donegal,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/02/2022,"3 FINN EBER SQ, FINGLAS, DUBLIN 11",Dublin,D11DT78,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.386489,-6.299548,mapbox,11
09/06/2022,"15 ADELAIDE SQUARE, WHITEFRIAR STREET, DUBLIN 8",Dublin,D08CC84,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.322311,-6.207327,mapbox,4
10/03/2022,"71 Berford, Duleek",Meath,,"€295,154.18",No,Yes,New Dwelling house /Apartment,,,,,,
09/12/2022,"67 AN FIODAN, DOUGHISKA, GALWAY",Galway,H91NXE6,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/11/2022,"28 ESMONDALE EST, NAAS, KILDARE",Kildare,W91XF8A,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/12/2022,"18 LAUREL PARK, CLONDALKIN, DUBLIN 22",Dublin,D22XY92,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3201248,-6.3917615,nominatim,22
25/05/2022,"9 Station Walk, Rickardstown, Newbridge",Kildare,,"€352,422.91",No,Yes,New Dwelling house /Apartment,,,,,,
07/04/2022,"25A CAPPAGH AVE, FINGLAS WEST, DUBLIN 11",Dublin,D11E62K,"€367,164.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3966232,-6.3147773,nominatim,11
02/03/2022,"22 FATIMA PARK, DUNDALK, LOUTH",Louth,A91Y5D0,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/02/2022,"3 JERVIS PLACE, ABBEY ST, DUBLIN 1",Dublin,D01K371,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.348462,-6.266546,mapbox,1
23/09/2022,"42 LES BUISSONNETS, SWEETMAN AVE, BLACKROCK",Dublin,A94WK70,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.299101,-6.17757,mapbox,-1
09/03/2022,"144 BUNTING RD, WALKINGSTOWN, DUBLIN 12",Dublin,D12VF89,"€359,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.317699,-6.331174,mapbox,12
29/07/2022,"22 ELM PARK, CARRAIG AN AIRD, KILBARRY WATERFORD",Waterford,X91EHK1,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/07/2022,"2 CANADA HOUSE, WATERFORD, CO WATERFORD",Waterford,X91R766,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/11/2022,"5 ROCK VIEW, LEGAN, LONGFORD",Longford,N39XH77,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/04/2022,"MAIN STREET, BALLYMOE, CASTLEREA",Galway,F45X861,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/04/2022,"132 KILCARN COURT, NAVAN, MEATH",Meath,C15P8D8,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2022,"9 PARKSIDE PLACE, MALAHIDE ROAD, BALGRIFFIN",Dublin,D13RV1F,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.405822,-6.169664,mapbox,13
26/10/2022,"12 Avondale Grange, Ballygannon Road, Rathdrum",Wicklow,,"€242,290.75",No,Yes,New Dwelling house /Apartment,,,,,,
26/01/2022,"3 ERRIS BAY, BOYLE, ROSCOMMON",Roscommon,F52T202,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
