Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month
2024-12-20,"11 ASH LAWNS, CLONBALT WOOD, LONGFORD",Longford,N39V3F2,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-01-17,"4 RADHARC NA COILLE, CALLINAFERCY, MILLTOWN",Kerry,V93D8F8,365000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-06-19,"3 ARUNDEL, MONKSTOWN VALLEY, MONKSTOWN",Dublin,A94Y8H2,665000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-10-02,"FUCHSIA LODGE, RENVYLE, CONNEMARA",Galway,H91YN3X,6348.69,Yes,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-04-17,"78 DONNYBROOK GARDENS, GREENFIELD PARK, DONNYBROOK",Dublin,D04R8Y4,753304.0,No,Yes,New Dwelling house /Apartment,,2024,4
2024-12-19,"50 GLENSIDE, ANNACOTTY, LIMERICK",Limerick,V94K8F8,545000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-12-09,"BLOCK B, AIRTON PLAZA, TALLAGHT",Dublin,,70375000.0,No,Yes,New Dwelling house /Apartment,,2024,12
2024-04-12,"40 GLENMAROON ROAD, PALMERSTOWN, DUBLIN 20",Dublin,D20R272,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-06-13,"39 LARNACH, BOHERMORE, GALWAY",Galway,H91YX00,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-06-13,"334 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin,D15A6C3,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-09-18,"318 BLOCK B RAILWAY SQUARE, CASTLE PLACE, WATERFORD",Waterford,,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-05-31,"7 Parkleigh Lane, Seven Mills, Clonburris",Dublin,,383259.9,Yes,Yes,New Dwelling house /Apartment,,2024,5
2024-03-06,"20 BELAIR VILLAGE, BELAIR, ASHFORD",Wicklow,,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-06-07,"2 CLANBRASSIL TERRACE, DUBLIN 8, DUBLIN",Dublin,D08T9C5,520000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-11-14,"BLOCK B APT 64, FAIRVIEW CLOSE, RICHMOND AVE DUBLIN 3",Dublin,D03RA41,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-02-14,"12 BROOKVIEW COURT, ARKLOW, WICKLOW",Wicklow,Y14A401,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-07-24,"8-19, Bruach Na Canalach, Daingean Road",Offaly,,3649909.9,No,Yes,New Dwelling house /Apartment,,2024,7
2024-03-01,"17 Woodbrook Way, Woodbrook, Shankill",Dublin,,511013.21,No,Yes,New Dwelling house /Apartment,,2024,3
2024-09-18,"18 GRANGEVIEW PLACE, CLONDALKIN, DUBLIN 22",Dublin,D22DA36,261500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-05-07,"12 CLANAWLEY RD, KILLESTER, DUBLIN 5",Dublin,D05W3W4,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-03-27,"26 THE AVENUE, BAY MEADOWS, HOLLYSTOWN",Dublin,D15RKV8,424000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-12-16,"167 WHITEFIELDS, STATION RD, PORTARLINGTON",Laois,R32XP30,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-02-29,"216 Station Walk, Rickardstown, Newbridge",Kildare,,440529.0,No,Yes,New Dwelling house /Apartment,,2024,2
2024-09-16,"53 Batery Park, Magee Quarter, Kildare",Kildare,,354650.0,No,Yes,New Dwelling house /Apartment,,2024,9
2024-10-24,"GARROLAGH, CLOGHERHEAD, CO LOUTH",Louth,,570000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-06-06,"55 coise farraige, blackrock",Louth,,370043.0,No,Yes,New Dwelling house /Apartment,,2024,6
2024-07-08,"11 BALLYMULLEN ROAD, TRALEE, CO KERRY",Kerry,V92W80K,88000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-08-08,"18 COSBY AVE, FAIRGREEN, PORTLAOISE",Laois,R32VYV8,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-05-02,"BURREN COTTAGE, PIER RD, BALLYVAUGHAN",Clare,H91WVW0,475000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-09-02,"21 OLD CROSS SQ, MONAGHAN, MONAGHAN",Monaghan,H18K020,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-08-13,"20 ANNALY DR, ONGAR WOODS, CLONSILLA DUBLIN 15",Dublin,D15Y193,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-09-06,"42 BELGRAVE SQ, RATHMINES, DUBLIN 6",Dublin,D06W927,1777000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-01-26,"83 Glen Boann, Domacarney, Co. Dublin",Dublin,,303964.76,No,Yes,New Dwelling house /Apartment,,2024,1
2024-05-31,"154 MOUNT GARRETT PARK, TYRELLSTOWN, DUBLIN 15",Dublin,D15NY04,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-12-11,"3 OAK COURT AVE, PALMERSTOWN, DUBLIN 20",Dublin,D20KF34,460000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-02-28,"49 TURVEY WOODS, DONABATE, DUBLIN",Dublin,K36WD83,187500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-12-13,"66 ARDMORE PARK, KILL AVENUE, DUN LAOGHAIRE",Dublin,A96VP95,707000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-04-11,"233 Station Walk, Rickardstown, Newbridge",Kildare,,387665.0,No,Yes,New Dwelling house /Apartment,,2024,4
2024-12-19,"59 BROOKFIELD, KIMMAGE ROAD WEST, DUBLIN 12",Dublin,D12NPY0,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-05-31,"4 CYPRIAN AVENUE, ATHY, CO KILDARE",Kildare,R14AY66,227000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-03-28,"2A MOUNT EAGLE LAWN, LEOPARDSTOWN HEIGHTS, SANDYFORD DUBLIN 18",Dublin,D18DC80,575000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-07-11,"DROUM UPPER, GLENBEIGH, CO KERRY",Kerry,V93RHX7,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-09-30,"4 CROCKATEE, CREESLOUGH, DONEGAL",Donegal,F92YX76,132700.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-04-11,"51 NORTH STREET, SKIBBEREEN, CO CORK",Cork,P81TN20,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-01-10,"22 CASTLEGRANGE DR, CASTAHEANY, DUBLIN 15",Dublin,D15XCF9,332000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-08-13,"10 MARTELLO PARK, RINGASKIDDY, CORK",Cork,P43XR76,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-12-20,"15 Cova Da Iria, 105 Salthill, Galway",Galway,,300000.0,No,Yes,New Dwelling house /Apartment,,2024,12
2024-09-02,"PARK RD, LONGFORD, CO LONGFORD",Longford,N39V9K5,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-12-17,"17 KILCARAGH LAWN, LIXNAW, KERRY",Kerry,V92E6W4,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-12-02,"21 Townparks, Borris On Ossory",Laois,,287027.0,Yes,Yes,New Dwelling house /Apartment,,2024,12
2024-12-06,"31 JAMES EVERETT PARK, BRAY, WICKLOW",Wicklow,A98H3K0,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-01-30,"29 Ard na hAbhann, Newtown Road, Wexford",Wexford,,360352.42,No,Yes,New Dwelling house /Apartment,,2024,1
2024-12-06,"58 HAZELWOOD PARK, ARTANE, DUBLIN 5",Dublin,D05C2H9,561000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-09-26,"15 THE COURTYARD, CORNADARRAGH, BELTURBET",Cavan,H14XW14,87000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-09-05,"7 LYONS TERRACE, COACHFORD, CORK",Cork,P12X959,242000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-12-03,"APT 35, THE GALLERY, TURVEY WALK",Dublin,K36A028,315000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-10-01,"54 MCCURTAINS VILLAS, COLLEGE RD, CORK",Cork,T12ETP6,345000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-06-13,"15 GLENVIEW CLOSE, CAPPAHARD, TULLA ROAD",Clare,V95N7D5,259000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-03-05,"38 WILLOW PARK, TULLOW RD, CARLOW",Carlow,R93Y5C9,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-03-05,"GARRYRICKEN, CALLAN, CO KILKENNY",Kilkenny,R95XD30,132000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-02-23,"5B WOLFE TONE STREET, MOUNTMELLICK, LAOIS",Laois,R32E920,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-10-30,"25 BEECHWOOD CLOSE, MUINE BHEAG, CO CARLOW",Carlow,R21CC97,227500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-07-25,"19 WILLOW PARK AVE, DUBLIN 11, DUBLIN",Dublin,D11X722,555000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-12-12,"7 The Court, Carberry Meadows, Balmoston  Donabate",Dublin,,378854.62,No,Yes,New Dwelling house /Apartment,,2024,12
2024-04-11,"KNOCKTOPHER, KILKENNY",Kilkenny,R95N7C0,199333.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-04-03,"82 ST CLARES RD, GRAIGUECULLEN, CARLOW",Carlow,R93HW11,227000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-10-31,"2 GLENCAIRN, HARBOUR RD, DALKEY",Dublin,A96WN30,565000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-07-05,"106 ASSUMPTION ROAD, ATHLONE, CO. WESTMEATH",Westmeath,N37W954,64000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-11-29,"5 CRANN ARD, FETHARD RD, TIPPERARY",Tipperary,E91H9X3,293000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-03-06,"BAILEY ST, KILLENAULE, THURLES",Tipperary,E41P5C3,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-11-08,"3 danehill, phoenix park racecourse, castleknock",Dublin,,436123.35,No,Yes,New Dwelling house /Apartment,,2024,11
2024-01-31,"45 CLARION VILLAGE, SLIGO, CO SLIGO",Sligo,F91PX90,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-04-12,"62 BEECH RD, BRAY, WICKLOW",Wicklow,A98XC56,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-12-04,"31 THE GROVE, WOODBROOK GLEN, BRAY",Dublin,A98NY36,450000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-07-23,"1 THORNLEIGH CLOSE, SWORDS, DUBLIN",Dublin,K67X822,390000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-08-16,"APT 7A, THE MILL, DOORADOYLE PARK",Limerick,V94V296,225000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-10-03,"APT 14, THE COURTYARD, HILL ST DUBLIN 1",Dublin,D01A096,355000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-05-30,"5 HAWTHORN WOOD, KENMARE, CO KERRY",Kerry,V93W527,440000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-10-14,"17 DEERPARK, FRIARS WALK, CORK",Cork,T12KRT0,490000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-12-13,"65A SLI GHEAL, BALLYMONEEN RD, GALWAY",Galway,,150000.0,No,Yes,New Dwelling house /Apartment,,2024,12
2024-09-27,"3 GARRAN ISEAL, DOUGHISKA, GALWAY",Galway,H91C9AK,346000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-05-14,"23 ELM PARK, CELBRIDGE, KILDARE",Kildare,W23E9T7,350000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-03-28,"31 CARLETON VILLAGE, YOUGHAL, CORK",Cork,P36K229,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-07-24,"42 CARTON GROVE, DUBLIN ROAD, MAYNOOTH",Kildare,W23K2R9,547500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-05-30,"103 Churchlands, Delgany",Wicklow,,528634.36,No,Yes,New Dwelling house /Apartment,,2024,5
2024-10-04,"178 Crieve Mor Avenue, Crievesmith, Letterkenny",Donegal,F92A31N,259067.0,No,Yes,New Dwelling house /Apartment,,2024,10
2024-08-19,"26 MEADOWHILL, LETTERKENNY, DONEGAL",Donegal,F92RTP1,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-04-10,"SCARRAGH, GLANTANE, MALLOW",Cork,P51DX0V,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-05-24,"46 MUIRHEVNA, DUBLIN RD, DUNDALK",Louth,A91P6R6,347500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-02-28,"KILLYGANNARD, BALLYLYNAN, LAOIS",Laois,R14YR27,335000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-08-01,"8 Woodward View, Glencairn Gate, Leopardstown",Dublin,,1070485.0,No,Yes,New Dwelling house /Apartment,,2024,8
2024-04-12,"THE GREEN, MAIN ST, BLESSINGTON",Wicklow,,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-08-07,"BORNESS, MOUNTMELLICK, CO. LAOIS",Laois,R32X7W3,62000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-11-06,"5 HAZELBURY GREEN, PHIBBLESTOWN, CLONE",Dublin,,455000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-10-01,"REILLYS HOLIDAY CHALET, EGANS FIELD, BALCARRICK",Dublin,K36N793,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-02-14,"48 TRADAREE COURT, SHANNON, CO CLARE",Clare,V14V276,171000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-07-16,"20 ASHWORTH PLACE, HAROLDS CROSS, DUBLIN 6",Dublin,D06N832,487000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-05-24,"CLYNCH, WILKINSTOWN, NAVAN MEATH",Meath,C15KD80,415000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-08-01,"19 Springhill, Ballinglanna, Glanmire",Cork,,281939.0,No,Yes,New Dwelling house /Apartment,,2024,8
2024-12-19,"40 LISTOKE PINES, BALLYMAKENNY ROAD, DROGHEDA",Louth,,370574.0,No,Yes,New Dwelling house /Apartment,,2024,12
2024-04-08,"93 BLUE CEDARS, BALLYBOFEY, DONEGAL",Donegal,F93VX33,152000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-06-05,"202 COLLINS AVE EAST, KILLESTER, DUBLIN 5",Dublin,D05V0F9,460000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-04-25,"122 RINUCCINI COURT, DUBLIN ROAD, PORTLAOISE",Laois,R32R254,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-03-14,"PINECROFT, THE NINCH, JULIANSTOWN",Meath,A92W7R6,685000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-09-12,"O'CONNOR COTTAGE, NEW ROAD, BELLURGAN",Louth,A91F5W4,179000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-10-24,"66 RIDGE HALL, BALLYBRACK, DUBLIN",Dublin,A96R585,272500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-03-26,"TONEMOYLE, TUAM, GALWAY",Galway,H54RY61,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-02-23,"7 an troman, casatlebridge",Wexford,,259911.89,No,Yes,New Dwelling house /Apartment,,2024,2
2024-04-30,"4 BALLYNAKELLY GREEN, NEWCASTLE, CO DUBLIN",Dublin,D22W059,226000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-03-06,"STATION RD, BENNETTSBRIDGE, KILKENNY",Kilkenny,R95K2C6,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-12-04,"64 The Avenue, Heathfield, Carriganarra",Cork,P31DW60,256388.0,No,Yes,New Dwelling house /Apartment,,2024,12
2024-08-16,"BRIDGE ST, SWINFORD, MAYO",Mayo,F12P738,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-05-27,"ARD MHUIRE/AUTEVEN, ST VINCENT'S CENTRE, LISNAGRY",Limerick,,268237.11,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-10-04,"CLASHANURE, OVENS, COUNTY CORK",Cork,P31HR63,765000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-10-23,"Staball Hill, Ballydehob",Cork,,40000.0,No,Yes,New Dwelling house /Apartment,,2024,10
2024-09-13,"8 ROCKY VALLEY CRESCENT, KILMACANOGUE, BRAY",Wicklow,A98AF84,1500000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-02-08,"8  Cherry Lane, Janeville, Cork Road",Cork,,299558.72,No,Yes,New Dwelling house /Apartment,,2024,2
2024-07-31,"CHURCH ROAD LISTRY, FAHA, KILLARNEY",Kerry,V93T990,360000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-06-26,"621 KINGFISHER JACOBS ISLAND, BALLINURE, CORK",Cork,,325000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-10-09,"44 RIVER MEADOWS, CLOUGHDUV, CROOKSTOWN",Cork,,303964.0,No,Yes,New Dwelling house /Apartment,,2024,10
2024-05-21,"66 The View, Richmond Rise, Sallybrook",Cork,,519823.78,No,Yes,New Dwelling house /Apartment,,2024,5
2024-09-19,"148 NORTH RD, FINGLAS, DUBLIN 11",Dublin,D11E4X0,393000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-12-18,"APARTMENT 27, BRIDLE WALK, KILMINCHY",Laois,R32V513,192000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-06-12,"14 TULLYHALL CLOSE, LUCAN, DUBLIN",Dublin,K78YF90,475000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-11-12,"7 Skylark Way, St. Marnock&#039;s Bay, Station Road",Dublin,,555066.08,No,Yes,New Dwelling house /Apartment,,2024,11
2024-06-05,"5 Silverwood, Sweetfields, Youghal",Cork,,322000.0,Yes,Yes,New Dwelling house /Apartment,,2024,6
2024-10-01,"15 THE COURTYARD, ROSSCARBERY, CORK",Cork,P85CA36,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-10-15,"BALLAGOULA, KILROSSANTY, LERRYBRIEN",Waterford,X42N674,362000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-11-14,"12 SHANLISS, COLLINS AVE, DUNMORE RD",Waterford,X91E3H9,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-04-12,"DRUMACOR, BALLYMAHON, CO. LONGFORD",Longford,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-12-13,"265 MARYBOROUGH VILLAGE, PORTLAOISE, LAOIS",Laois,R32N9WA,330000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-03-25,"23 WOODVIEW TERRACE, WOODFORD, CO GALWAY",Galway,H62K520,51125.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-08-29,"108 Mapel Woods, Ballinacurra",Cork,,273127.18,No,Yes,New Dwelling house /Apartment,,2024,8
2024-03-08,"24 SUNDALE WALK, TALLAGHT, DUBLIN 24",Dublin,D24K7R6,293000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-05-01,"BRIARLEAS, JULIANSTOWN, MEATH",Meath,A92H4X6,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-10-18,"16 THE DALE, BROOKWOOD, HERBERT RD",Wicklow,A98CC42,530000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-08-26,"LISHEENKYLE EAST, ATHENRY, GALWAY",Galway,,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-02-02,"27 ALTOWN, GARRYCASTLE, ATHLONE",Westmeath,N37N9P9,215000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-04-29,"101 MILLVIEW LAWNS, MALAHIDE, DUBLIN",Dublin,K36DF38,785000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-04-11,"13 CRUISE PARK RISE, TYRRELSTOWN, DUBLIN 15",Dublin,D15NY36,440000.0,No,Yes,New Dwelling house /Apartment,,2024,4
2024-08-02,"39 WOLFE TONE SQ MIDDLE, BRAY, CO WICKLOW",Wicklow,A98R2R6,395000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-05-31,"Apartment 108, De Verdon Place, Malahide Place",Dublin,,562709.25,Yes,Yes,New Dwelling house /Apartment,,2024,5
2024-03-27,"15 THE OAKS, KILNACOURT WOODS, PORTARLINGTON",Laois,R32N602,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-08-06,"140 West Point Way, Donegal Town",Donegal,,385000.0,No,Yes,New Dwelling house /Apartment,,2024,8
2024-04-09,"21a Dodsborough Cottages, Lucan, County Dublin",Dublin,,477693.28,Yes,Yes,New Dwelling house /Apartment,,2024,4
2024-06-27,"34 DROMKEEN VIEW, CHIRCH HILL, INISHANNON",Cork,,376275.0,No,Yes,New Dwelling house /Apartment,,2024,6
2024-04-02,"3 Castle Court, Castlepollard",Westmeath,,293575.0,Yes,Yes,New Dwelling house /Apartment,,2024,4
2024-10-29,"30 HAZELWOOD AVE, HARTSTOWN, DUBLIN 15",Dublin,D15AWF8,457000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-05-28,"4 The Coach Yard, Curryhills, Prosperous",Kildare,,299559.47,No,Yes,New Dwelling house /Apartment,,2024,5
2024-10-15,"APT 2 PRIORY HALL, MANOR GROVE, TERENURE",Dublin,D12DX77,505000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-07-23,"54 ARDSOLUS, OLD NAAS ROAD, BROWNSBARN",Dublin,D22N9E2,453000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-09-05,"APT 2, FLEMINGS LANE, KILLARNEY",Kerry,V93X958,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-09-17,"APT 215  BLOCK B, CASTLE PLACE, RAILWAY SQUARE",Waterford,X91PD85,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-12-04,"7 Foxburrow, Portlaoise",Laois,,315908.58,Yes,Yes,New Dwelling house /Apartment,,2024,12
2024-04-23,"14 DANGAN TERRACE, THOMASTOWN, KILKENNY",Kilkenny,R95E4P1,212500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-07-03,"12 Breezy Point, Rossnowlagh Lower, Rossnowlagh",Donegal,,427312.78,No,Yes,New Dwelling house /Apartment,,2024,7
2024-07-19,"23 The Lambay, Seamount Rise, Seamount Road",Dublin,,616740.0,No,Yes,New Dwelling house /Apartment,,2024,7
2024-11-01,"42 CASTLE GROVE, SWORDS, DUBLIN",Dublin,K67C7W1,275000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-05-23,"57 BRINDLE HILL, CHARLEVILLE, CORK",Cork,P56PV02,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-10-04,"11 RAILWAY ROAD, CAVAN",Cavan,H12AE92,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-11-08,"25 WOLSELEY VILLAGE, THE MULLAWN, TULLOW",Carlow,R93NX81,186000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-11-26,"24 WILLSBOROUGH APTS, CLONSHAUGH RD, DUBLIN 17",Dublin,D17NX72,255000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-01-18,"2 RASTERYS, MAIN ST, CASTLEREA",Roscommon,F45F5K2,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-02-29,"20 FOSTERSTOWN PLACE, FOSTERSTOWN NORTH, SWORDS",Dublin,K67Y7N8,428175.0,No,Yes,New Dwelling house /Apartment,,2024,2
2024-09-13,"32 FATIMA PLACE, KILKENNY",Kilkenny,R95WFY6,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-05-24,"20 PALMER COURT, RUSH, CO.DUBLIN",Dublin,K56PK70,316000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-06-10,"Apt. 18  Block 4, The Maltings, Portlaoise",Laois,,285185.18,No,Yes,New Dwelling house /Apartment,,2024,6
2024-04-04,"33 CUL GHARRAI, RAHOON, GALWAY",Galway,H91DA14,370044.0,No,Yes,New Dwelling house /Apartment,,2024,4
2024-09-17,"3 COLLEGE LAWN, COLLEGE MANOR, CARRIGNAFOY",Cork,P24A033,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-09-06,"RAHEENTEIGUE, TINAHELY, CO WICKLOW",Wicklow,,420000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-05-03,"MAIN ST, BALLINTORE, KILDARE",Kildare,R14C898,252525.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-07-19,"5 LOWER CARA ST, CLONES, MONAGHAN",Monaghan,H23D838,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-10-14,"9 THE AVENUE, DRUMMIN VILLAGE, NENAGH",Tipperary,E45X380,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-03-13,"8 WESLEY PLACE, DUBLIN 8, DUBLIN",Dublin,D08Y9T7,675000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-02-07,"1 CLUAIN PADRAIG, WESTPORT, MAYO",Mayo,F28FY89,415000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-06-20,"8 Halpiin Grove, Tinakilly Park, Rathnew",Wicklow,,462555.07,No,Yes,New Dwelling house /Apartment,,2024,6
2024-12-16,"48 WILLOW WOOD GROVE, DUBLIN 15, DUBLIN",Dublin,D15Y89N,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-03-14,"62 ELDER WALK, SUMMERFIELDS, KILBARRY",Waterford,X91DE2H,265695.15,No,Yes,New Dwelling house /Apartment,,2024,3
2024-04-05,"38 COLLEGE CRESCENT, TERENURE, DUBLIN 6W",Dublin,D6WKC83,598000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-02-15,"97 CHERRYVALE, BAY ESTATE, DUNDALK",Louth,A91X8N9,295000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,2
